Identifier,Name
6029054,SMS MANAGEMENT & TECHNOLOGY LT
6031286,OIL BASINS LTD
6031877,LONESTAR RESOURCES LTD
6059910,PERENTI GLOBAL LTD
6100272,OM HOLDINGS LTD COMMON STOCK A
6105459,MEO AUSTRALIA LTD
6111735,SILEX SYSTEMS LTD COMMON STOCK
6137162,AUSTAL LTD COMMON STOCK AUD 0
6162272,SPHERE MINERALS LTD
6193410,MELBOURNE IT LTD
6198998,COATES HIRE LIMITED
6200417,HERALD RESOURCES LTD
6220675,ADELAIDE BANK
6221805,ISOFT GROUP LIMITED
6247748,ESPREON LIMITED
6247801,OAKTON LTD
6267995,ARROW ENERGY LIMITED
6273635,CHEMGENEX PHARMACEUTICALS LIMI
6286008,SIRTEX MEDICAL LTD
6290935,PEPLIN LIMITED
6297497,IRESS LTD COMMON STOCK AUD 0
6311911,COMMANDER COMMUNICATIONS
6328041,EASTERN STAR GAS LIMITED
6349224,TRANSFIELD SERVICES LTD
6351876,TPG CORP LTD COMMON STOCK USD
6489982,KEYCORP LTD
6617404,PRIME INFRASTRUCTURE GROUP
6625247,NATIONAL HIRE GROUP LIMITED
6637479,MD 064 377 420 PTY LTD COMMON
6691969,BOOM LOGISTICS LTD COMMON STOC
6699372,WINDIMURRA VANADIUM LTD
6707361,PHARMAXIS LTD COMMON STOCK AUD
6710701,TASSAL GROUP LTD COMMON STOCK
6712343,EDT RETAIL TRUST
6712611,CODAN LTD/AUSTRALIA COMMON STO
6716958,SAI GLOBAL LTD COMMON STOCK US
6742492,REDFLEX HOLDINGS LTD COMMON ST
6963743,MOUNT GIBSON IRON LTD COMMON S
B0126H3 ,REJECT SHOP LTD/THE COMMON STO
B01CKB5 ,JUMBUCK ENTERTAINMENT LIMITED
B04LVH2 ,VISION GROUP HOLDINGS LTD
B04S645 ,ANZON AUSTRALIA LTD
B04SF48 ,MESOBLAST LTD COMMON STOCK AUD
B05R8K1 ,AUSTRALIAN WEALTH MANAGEMENT L
B06CT57 ,TERRITORY RESOURCES LTD
B0794D0 ,AUSTRALIAN RENEWABLE FUELS LTD
B095X62 ,PEOPLEBANK AUSTRALIA LTD
B0R95D7 ,SAFEROADS HOLDINGS LTD COMMON
B0Z0WP3 ,ARROW ENERGY - WT06
B13YTQ4 ,PRAEMIUM LTD COMMON STOCK AUD
B15KVL9 ,ANZON AUSTRALIA LTD OPTION
B15SYX6 ,PEPLIN LIMITED - CW10
B15SZR7 ,PEPLIN LIMITED
B16TPM4 ,OIL BASINS LIMITED
B170P59 ,OIL BASINS LTD
541636U ,PIM MICRO CAP TRUST
6041995,RAMSAY HEALTH CARE LTD COMMON
6087643,BRAZIN LTD
6088204,BEACH ENERGY LTD COMMON STOCK
6117960,ARDENT LEISURE GROUP STAPLED S
6158709,BREVILLE GROUP LTD COMMON STOC
6161729,CAMPBELL BROTHERS LIMITED
6164955,AUSTAR UNITED COMMUNICATIONS
6165033,ROC OIL CO LTD COMMON STOCK 0
6175366,AQUARIUS PLATINUM LTD
6175441,TOWER CORPORATION
6220802,NUPLEX INDUSTRIES LTD
6229401,COVENTRY GROUP LTD COMMON STOC
6232108,COMMON STOCK AUD
6247306,APA GROUP STAPLED SECURITY AUD
6256465,DAVID JONES LTD
6307385,ENERGY DEVELOPMENTS LTD
6319959,EQUIGOLD NL
6337218,FINBAR GROUP LTD COMMON STOCK
6341662,ALLCO FINANCE GROUP LIMITED
6423957,FISHER & PAYKEL APPLIANCES HOL
6430872,S8 LIMITED
6511852,HOME BUILDING SOCIETY LTD
6518381,S8 LTD OPTS APR07
6558699,CORP EXPRESS
6577360,GUINNESS PEAT GROUP PLC
6603038,MAINFREIGHT LTD COMMON STOCK N
6669944,TREASURY GROUP LTD
6719634,RCR TOMLINSON LTD COMMON STOCK
6727013,REBEL SPORT LIMITED
6728801,REECE LTD COMMON STOCK AUD 0
6853769,INTERNATIONAL COAL HOLDINGS
6875224,WHK GROUP LTD
B00P286 ,PHOTON GROUP LIMITED
B00VZV8 ,NICK SCALI LTD COMMON STOCK AU
B013SX6 ,BRADKEN LTD COMMON STOCK 0
B01W167 ,MORTGAGE CHOICE LTD COMMON STO
B05M2D7 ,EIRCOM HOLDINGS LTD
B06G4W1 ,EVEREST FINANCIAL GROUP LTD
B06N2B7 ,EQUIGOLD NL - WT07
B07SFG7 ,DOMINO'S PIZZA ENTERPRISES LTD
B0LTJ86 ,MACQUARIE MEDIA GROUP LIMITED
B0S5D29 ,REVERSE CORP LTD COMMON STOCK
B10GBH8 ,BEACH PETROLUEM LTD-CW06
541479S ,CENTREBET INTERNATIONAL LIMITE
6047119,TALENT2 INTERNATIONAL LIMITED
6112921,CONSOLIDATED MINERALS LIMITED
6185622,CENTENNIAL COAL CO
6207775,CHANDLER MACLEOD GROUP LTD
6289654,NEXUS ENERGY LTD
6302410,TECHNOLOGY ONE LTD COMMON STOC
6317072,ST BARBARA LTD COMMON STOCK AU
6346690,CELLESTIS LTD
6349699,FKP PROPERTY GROUP
6369545,GINDALBIE METALS LTD COMMON ST
6504722,KIMBERLEY DIAMOND COMPANY NL
6537580,ABB GRAIN LIMITED
6540793,BAXTER GROUP LTD
6571511,SALMAT LTD COMMON STOCK AUD 0
6692531,KONEKT LTD
6710961,REPCO CORP LTD
6715267,INVOCARE LTD COMMON STOCK AUD
6795979,STW INVESTMENTS PTY LTD
B00G1Q0 ,MCMILLAN SHAKESPEARE LTD COMMO
B0141L8 ,EQUINOX MINERALS LTD
B0201N7 ,QUAY MAGNESIUM LTD
B02HJ56 ,METALS X LTD COMMON STOCK AUD
B0767Y3 ,SEEK LTD COMMON STOCK AUD 0
B07C9C3 ,DEXION LIMITED
B08BR36 ,EMECO LIMITED CONVERTIBLE NOTE
B0HTKH6 ,MAX TRUST
B0NZV53 ,METALS X LIMITED - CW08
B0SD6Y6 ,OAKS HOTELS & RESORTS LIMITED
B11LJ90 ,HFA HOLDINGS LTD
B12TY10 ,ADITYA BIRLA MINERALS LTD
B154TW8 ,SEDGMAN LTD
B17KTF7 ,BRAVURA SOLUTIONS LIMITED
6002215,ARB CORP LTD
6006886,ADBRI LTD COMMON STOCK AUD 0
6063557,ALESCO CORP LTD COMMON STOCK A
6105512,ARC ENERGY LTD
6174482,IINET LTD
6317715,ENERGY RESOURCES OF AUSTRALIA
6328472,GOLD ONE INTERNATIONAL LIMITED
6405665,PANORAMIC RESOURCES LTD COMMON
6479660,JUBILEE MINES NL
6904344,SOUTHERN CROSS BROADCASTING
B00NTW3 ,EXCEL COAL LTD
B01QLP8 ,PEET LTD COMMON STOCK AUD 0
B06GX35 ,HASTIE GROUP LTD
B0BXP24 ,APN PROPERTY GROUP LTD COMMON
B0FLLH1 ,APN EUROPEAN RETAIL PROPERTY G
B0MBNC3 ,AUB GROUP LTD COMMON STOCK AUD
087706U ,WARAKIRRI ENDEAVOR FUND
514967U ,WARAKIRRI NEW DIMENS
718875,RIO TINTO PLC COMMON STOCK GBP
876289,BG GROUP LTD
2011602,AIR PRODUCTS AND CHEMICALS INC
2640891,NOKIA OYJ ADR USD 0
2701271,COSTCO WHOLESALE CORP COMMON S
2777294,SASOL LTD ADR USD
2881098,TELEFONICA SA ADR USD
3398649,ITV PLC COMMON STOCK GBP 10
3422355,ROLLS ROYCE GROUP B SHARES
4182249,CRH PLC COMMON STOCK EUR 0.32
5179712,UNICREDITO ITALIANO SPA
541637U ,CAPITAL INTERNATIONAL EMERGING
5497168,VOLKSWAGEN AG PREFERENCE EUR 0
6158163,HSBC HOLDINGS PLC COMMON STOCK
6195609,CHUBU ELECTRIC POWER CO INC CO
6303866,SINGAPORE EXCHANGE LTD COMMON
6408374,HANG SENG BANK LTD COMMON STOC
6610403,MURATA MANUFACTURING CO LTD CO
6640400,NEC CORP COMMON STOCK JPY
6642321,NIKON CORP COMMON STOCK JPY
6804035,SHIMAMURA CO LTD COMMON STOCK
6870122,MITSUI SUMITOMO INS COMP LIMIT
7110720,ADECCO GROUP AG COMMON STOCK C
B014JG9 ,NESTLE SA ADR USD
B03MM40 ,ROYAL DUTCH SHELL PLC COMMON S
B08SNH3 ,NATIONAL GRID PLC COMMON STOCK
B0F0DY9 ,EXPEDIA INC - W/I
560399,LEGAL & GENERAL GROUP PLC COMM
738992,OLD MUTUAL PLC
989529,ASTRAZENECA PLC COMMON STOCK G
2002305,ABBOTT LABORATORIES COMMON STO
2005973,INTERNATIONAL BUSINESS MACHINE
2008154,ADOBE INC COMMON STOCK USD 0.0
2008853,ACE LIMITED
2014441,RYANAIR HOLDINGS PLC
2018175,EI DU PONT DE NEMOURS & CO USD
2044545,COMCAST CORP COMMON STOCK USD
2076009,BANK OF MONTREAL COMMON STOCK
2108601,BOEING CO/THE COMMON STOCK USD
2113434,BOSTON SCIENTIFIC CORP COMMON
2125600,TALISMAN ENERGY INC
2170473,CONSTELLATION BRANDS INC COMMO
2175672,CARDINAL HEALTH INC COMMON STO
2202536,CLEAR CHANNEL COMMUNICATIONS
2217228,CON-WAY INC
2229676,COUNTRYWIDE FINANCIAL CORPORAT
2279303,OMNICOM GROUP INC COMMON STOCK
2282947,DST SYSTEMS INC
2295172,EMC CORP
2295677,BANK OF AMERICA CORP COMMON ST
2297907,CITIGROUP INC
2310194,ELECTRONIC ARTS INC COMMON STO
2312071,SMURFIT-STONE CONTAINER CORP
2334150,FEDERAL HOME LOAN MORTGAGE COR
2344331,FIRST DATA CORP COM
2375643,GOLDEN WEST FINANCIAL CORP
2407966,GOLDMAN SACHS GROUP INC/THE CO
2424006,HP INC COMMON STOCK USD 0.01
2439538,GENENTECH INC
2476803,JOHNSON CONTROLS INC COMMON ST
2491839,KIMBERLY-CLARK CORP COMMON STO
2510790,FORWARD AIR CORP COMMON STOCK
2516152,ELI LILLY & CO COMMON STOCK US
2522096,LOCKHEED MARTIN CORP COMMON ST
2547044,MBIA INC COMMON STOCK USD 1
2594653,MARVELL TECHNOLOGY GROUP LTD C
2595708,3M CO COMMON STOCK USD 0.01
2603225,MOBILE TELESYSTEMS PJSC ADR US
2639189,CHINA PETROLEUM & CHEMICAL COR
2655408,OCCIDENTAL PETROLEUM CORP COMM
2670519,EXELON CORP COMMON STOCK USD 0
2684316,PETRO-CANADA
2685654,PLDT INC ADR USD
2685717,CONOCOPHILLIPS COMMON STOCK US
2695921,AETNA INC COMMON STOCK USD 0.0
2714923,QUALCOMM INC COMMON STOCK USD
2763129,EQUINOR ASA ADR USD
2763958,ACCENTURE LTD
2778844,MERCK & CO INC COMMON STOCK US
2801687,TURKCELL ILETISIM HIZMETLERI A
2802992,PRIDE INTERNATIONAL
2831167,INGERSOLL-RAND CO COMMON STOCK
2831543,SOUTHWEST AIRLINES CO COMMON S
2841489,STAPLES INC COMMON STOCK USD 0
2842040,STATE STREET CORP COMMON STOCK
2852395,ALCON INC
2857334,VALE SA ADR USD 0
2862532,EW SCRIPPS CO/THE COMMON STOCK
2885120,CHUNGHWA TELECOM CO LTD-ADR
2885700,TXU CORPORATION
2898032,TOTALENERGIES SE ADR USD
2945143,WEBSTER FINANCIAL CORP COMMON
3134865,BARCLAYS PLC COMMON STOCK GBP
3319521,KINGFISHER PLC COMMON STOCK GB
3327706,VEDANTA RESOURCES PLC COMMON S
4232445,UNICREDITO ITALIANO SPA
5048566,SWEDISH MATCH AB COMMON STOCK
5086577,BASF SE COMMON STOCK EUR 0
5176177,ORANGE SA COMMON STOCK EUR 4
5294121,MUENCHENER RUECKVERSICHERUNGS-
5505072,KERING SA COMMON STOCK EUR 4
5641567,CARREFOUR SA COMMON STOCK EUR
5758218,HON HAI PRECISION INDUSTRY CO
6267359,HONG KONG EXCHANGES & CLEARING
6307200,EISAI CO LTD COMMON STOCK JPY
6356525,FUJIFILM HOLDINGS CORP COMMON
6474535,JAPAN TOBACCO INC COMMON STOCK
6588577,TELKOM SA SOC LTD COMMON STOCK
6730936,SHINSEI BANK LTD COMMON STOCK
6771720,SAMSUNG ELECTRONICS CO LTD COM
6805328,SHIZUOKA BANK LTD/THE COMMON S
6876067,TAKEFUJI CORP
6900643,TOYOTA MOTOR CORP COMMON STOCK
6985383,ASTELLAS PHARMA INC COMMON STO
7021963,DEUTSCHE BOERSE AG COMMON STOC
7076242,UNIBAIL-RODAMCO
7103526,PEUGEOT SA COMMON STOCK EUR 1
7126114,UBS AG
7153770,EURONEXT
7154609,CAPITALIA SPA HOLDINGS
7171589,CREDIT SUISSE GROUP AG COMMON
7380482,CIE DE SAINT-GOBAIN COMMON STO
7622225,UNIONE DI BANCHE ITALIANE SPA
B01NTB1 ,GOL LINHAS AEREAS INTELIGENTES
B07CYQ2 ,JULIUS BAER HOLDINGS
B0WV7P4 ,LOTTE SHOPPING CO LTD
B10QL56 ,VIRGIN MEDIA INC
B12T3J1 ,UNILEVER NV DUTCH CERT
B142VX8 ,EMBARQ CORPORATION
56434,ASSOCIATED BRITISH PORTS HOLDI
67340,BAA
93152,ENDONIS
128269,INVESCO PLC
162557,CABLE & WIRELESS
173474,CAPITA GROUP
230346,ARRIVA PLC
237400,DIAGEO PLC COMMON STOCK GBP 28
262565,INFORMA GROUP PLC
267043,DEVRO PLC COMMON STOCK GBP 10
268596,PROVIDENT FINANCIAL PLC
416102,HAYS PLC COMMON STOCK GBP 1
425045,REXAM PLC
533153,COMPASS GROUP PLC COMMON STOCK
688462,PILKINGTON
727871,RECKITT BENCKISER PLC
730835,REED ELSEVIER PLC
798059,BP PLC COMMON STOCK GBP 0.25
807041,INVENSYS PLC
818270,SMITHS GROUP PLC
884709,TESCO PLC GBP
925288,GLAXOSMITHKLINE PLC COMMON STO
2000019,AMAZON.COM INC COMMON STOCK US
2001692,AMR CORP
2026082,AMERICAN EXPRESS CO COMMON STO
2026866,AMERICAN GREETINGS CORP
2044750,SUN-TIMES MEDIA GROUP INC COMM
2056807,ABITIBI-CONSOLIDATED LTD
2073390,BERKSHIRE HATHAWAY INC COMMON
2089687,COMCAST CORP
2089933,BCE INC
2090485,NII HOLDINGS INC
2109723,BOMBARDIER INC COMMON STOCK CA
2126335,BRISTOL-MYERS SQUIBB CO COMMON
2155919,LEVEL 3 COMMUNICATIONS
2158866,SUPERIOR ESSEX INC
2162243,CABLEVISION SYSTEMS CORP COMMO
2169051,ROGERS COMMUNICATIONS INC COMM
2196877,CINCINNATI BELL INC COMMON STO
2252058,MOODY'S CORP COMMON STOCK USD
2256511,IMS HEALTH INC
2279002,DOW JONES & CO INC
2342807,FLEETWOOD ENTERPRISES INC
2372763,GARTNER INC COMMON STOCK USD 0
2398855,FORRESTER RESEARCH INC COMMON
2454241,IMPERIAL OIL LTD COMMON STOCK
2459075,NATUZZI SPA
2478144,INTERNATIONAL SPEEDWAY CORP CO
2487236,PRIMEDIA INC
2510767,LEARNING TREE INTERNATIONAL IN
2537573,LUCENT TECHNOLOGIES INC
2538800,LUXOTTICA GROUP SPA ADR USD 0.
2548616,MGIC INVESTMENT CORP COMMON ST
2578464,MERCURY GENERAL CORP COMMON ST
2583877,NORTEL NETWORKS CORP
2607647,KANSAS CITY SOUTHERN COMMON ST
2639930,99 CENTS ONLY STORES
2642767,NORTHWEST AIRLINES CORP
2648259,WATSON WYATT & CO
2690506,PITNEY BOWES INC COMMON STOCK
2758051,RAYTHEON CO COMMON STOCK MXN 0
2779063,BOOKING HOLDINGS INC COMMON ST
2781518,SCOTTS MIRACLE-GRO CO/THE COMM
2881612,TELEFONOS DE MEXICO SA DE CV
2985202,XEROX CORP COMMON STOCK USD 1
3091357,BT GROUP PLC COMMON STOCK GBP
3121522,CARNIVAL PLC COMMON STOCK GBP
3163836,INTERTEK GROUP PLC COMMON STOC
3351608,HANSON PLC
3387216,ICAP PLC
3387227,ENTERPRISE INNS PLC
3432116,HOMESERVE PLC
3434189,EIRCOM GROUP
4113766,BOSKALIS WESTMNSTER
4162791,THALES SA COMMON STOCK EUR 3
4329659,FYFFES PLC COMMON STOCK EUR 0.
4426862,HOGANAS AB
4617859,DEUTSCHE POST AG COMMON STOCK
4699103,INDEPENDENT NEWS AND MEDIA
4768768,SAIPEM SPA COMMON STOCK EUR 0
4797364,SCOR SA
4865379,SVENSKA CELLULOSA AB
5064744,PUBLIGROUPE AG COMMON STOCK EU
5129074,FRESENIUS MEDICAL CARE AG & CO
5140213,PROSEGUR CIA DE SEGURIDADSA
5226038,SAMPO OYJ COMMON STOCK EUR 0
5479702,TIETOEVRY OYJ COMMON STOCK EUR
5529027,DAIMLER AG COMMON STOCK EUR 0
5579107,ACCIONA SA COMMON STOCK EUR 1
5638280,VISCOFAN SA COMMON STOCK EUR 0
5654781,ATOS SE COMMON STOCK EUR 1
5671519,WOLTERS KLUWER NV COMMON STOCK
5696192,GEBERIT AG
5698789,ASSA ABLOY AB COMMON STOCK SEK
5703661,SVENSKA HANDELSBANKEN AB COMMO
5713422,NELES OYJ COMMON STOCK EUR 0
5730669,SOGECABLE SA
5748521,FIAT SPA COMMON STOCK EUR 3.58
5756029,BAYERISCHE MOTOREN WERKE AG CO
5961544,DEMANT A/S COMMON STOCK DKK 0.
5964651,VESTAS WIND SYSTEMS A/S COMMON
5975006,ALCATEL LUCENT SA
5986622,KONINKLIJKE PHILIPS NV COMMON
6010906,AJINOMOTO CO INC COMMON STOCK
6052607,ASIA SATELLITE TELECOMMUNICATI
6075693,BANK OF FUKUOKA
6075745,CIMB GROUP HOLDINGS BHD COMMON
6105028,TOPPAN FORMS CO LTD COMMON STO
6105578,CLICKS GROUP LTD COMMON STOCK
6129277,NTT DOCOMO INC JPY
6132101,BRIDGESTONE CORP COMMON STOCK
6152972,ANGLO AMERICAN PLC
6177533,ABS-CBN HOLDINGS CORP RECEIPT
6190563,CHIBA BANK LTD/THE COMMON STOC
6193937,I-CABLE COMMUNICATIONS LTD COM
6197810,CITY LODGE HOTELS LTD COMMON S
6235000,GREAT EASTERN HOLDINGS LTD COM
6248990,KDDI CORP COMMON STOCK JPY
6250025,DAIFUKU CO LTD COMMON STOCK JP
6250906,DAI NIPPON PRINTING CO LTD COM
6283979,INDOFOOD SUKSES MAKMUR TBK PT
6284864,GLOBE TELECOM INC COMMON STOCK
6291701,MATAHARI PUTRA TBK
6298542,EAST JAPAN RAILWAY CO COMMON S
6302700,EBARA CORP COMMON STOCK JPY
6331276,FAMILYMART CO LTD COMMON STOCK
6338590,GUOCOLEISURE LTD
6339872,FIRST PACIFIC CO LTD COMMON ST
6357261,FUJITSU FRONTECH LTD COMMON ST
6366999,GUDANG GARAM TBK PT COMMON STO
6412591,ADVANCED INFO SERVICE PCL FORE
6416872,NEXT MEDIA LTD
6420538,HENDERSON LAND DEVELOPMENT CO
6420538R,HENDERSON LAND DEVELOPMENT COM
6429104,HITACHI LTD COMMON STOCK JPY
6435264,HONG KONG AIRCRAFT ENGINEERING
6436386,HONGKONG & SHANGHAI HOTELS LTD
6460222,SILVER GRANT INTERNATIONAL HOL
6461601,INABATA & CO LTD COMMON STOCK
6466844,ISETAN CO
6472119,JARDINE MATHESON HOLDINGS LTD
6472960,JARDINE STRATEGIC HOLDINGS LTD
6479648,JD GROUP LTD/SOUTH AFRICA COMM
6483821,ONWARD HOLDINGS CO LTD COMMON
6484620,KAWASAKI HEAVY INDUSTRIES LTD
6492924,KINDEN CORP COMMON STOCK JPY
6493745,KIRIN HOLDINGS CO LTD COMMON S
6498933,KUMPULAN GUTHRIE BHD
6523341,BANCO DE ORO
6539821,GMM GRAMMY PCL FOREIGN SH. THB
6543770,NIPPON MINING HOLDINGS INC
6545248,BANK PAN INDONESIA TBK PT COMM
6549820,MBK PCL
6556682,MALAYSIAN AIRLINE SYSTEM BHD
6560713,MANDARIN ORIENTAL INTERNATIONA
6572707,PANASONIC CORP COMMON STOCK JP
6572729,PANASONIC ELECTRIC WORKS CO LT
6606996,FIRSTRAND LTD COMMON STOCK ZAR
6609627,MAGNUM BHD COMMON STOCK MYR 0
6609906,SIAM CEMENT PCL/THE FOREIGN SH
6609928,SIAM CEMENT PCL/THE NVDR THB 1
6619507,NGK INSULATORS LTD COMMON STOC
6625560,THANACHART CAPITAL PCL
6633767,NEW WORLD DEVELOPMENT CO LTD C
6640541,NIPPON SANSO HOLDINGS CORP COM
6640767,NH FOODS LTD COMMON STOCK JPY
6640927,NIPPON SUISAN KAISHA LTD COMMO
6641373,NIPPON TELEGRAPH & TELEPHONE C
6641403,NIPPON OIL CORPORATION
6641522,NORITAKE CO LTD/NAGOYA JAPAN C
6642923,NISSHINBO HOLDINGS INC COMMON
6687214,ALFRESA HOLDINGS CORP COMMON S
6703295,PROMISE CO
6731962,RESORTS WORLD BERHAD
6738220,RICOH CO LTD COMMON STOCK JPY
6755821,RMB HOLDINGS LTD COMMON STOCK
6761000,ANGLO AMERICAN PLATINUM LTD CO
6763200,RYOSAN CO LTD COMMON STOCK JPY
6775432,SANKYO CO LTD COMMON STOCK JPY
6791591,SECOM CO LTD COMMON STOCK JPY
6793906,SEKISUI HOUSE LTD COMMON STOCK
6795236,SEMEN INDONESIA PERSERO TBK PT
6804400,SHIMIZU CORP COMMON STOCK JPY
6821506,SONY GROUP CORP COMMON STOCK J
6856995,SMARTONE TELECOMMUNICATIONS HO
6858708,SUMITOMO ELECTRIC INDUSTRIES L
6858849,SUMITOMO METAL MINING CO LTD C
6858861,SUMITOMO FORESTRY CO LTD COMMO
6859002,SUMITOMO TRUST & BANKING CO
6868398,TELEKOM MALAYSIA BHD COMMON ST
6869302,TDK CORP COMMON STOCK JPY
6870984,MITSUBISHI TANABE PHARMA CORP
6881674,TELEVISION BROADCASTS
6888794,KASIKORNBANK PCL FOREIGN SH. T
6894898,TOKYO OHKA KOGYO CO LTD COMMON
6895448,TOKYO GAS CO LTD COMMON STOCK
6900212,LIXIL CORP COMMON STOCK JPY
6900267,TOYO SEIKAN GROUP HOLDINGS LTD
6905808,TSINGTAO BREWERY CO LTD COMMON
6916532,SINGAPORE LAND GROUP LTD COMMO
6957995,WEST JAPAN RAILWAY CO COMMON S
6981488,WHEELOCK & CO LTD COMMON STOCK
6985264,YAMAHA MOTOR CO LTD COMMON STO
6985543,AZBIL CORP COMMON STOCK JPY
6986063,SOMPO JAPAN INSURANCE
7121250,KUDELSKI SA COMMON STOCK CHF 8
7128541,BANCA MONTE DEI PASCHI DI SIEN
7156036,SONOVA HOLDING AG COMMON STOCK
7281875,ARCELORMITTAL SA COMMON STOCK
B00G5P7 ,BLUE NILE INC
B018SX1 ,GROUPE DANONE
B018V87 ,LIBERTY GLOBAL INC
B01KGF5 ,VIAD CORP COMMON STOCK USD 1.5
B01NL71 ,STAGECOACH GROUP PLC
B01R8D8 ,FRASERS PAPERS INC W/I
B01ZVZ5 ,ACERINOX SA COMMON STOCK EUR 0
B02V657 ,BLOCKBUSTER INC CL-A
B031P71 ,ACE AVIATION HOLDINGS INC - A
B03WF63 ,GLOBAL YELLOW PAGES LTD
B04TZX0 ,COLOPLAST SER B
B05J982 ,NOVELIS INC
B06BLB4 ,MY TRAVEL GROUP
B0744B3 ,BUNZL PLC COMMON STOCK GBP 32.
B092PQ7 ,AGERE SYSTEMS INC - CL A
B09FGC9 ,CARLSBERG BREWERY MALAYSIA BHD
B09JBT3 ,AYALA CORP COMMON STOCK PHP 50
B09PXT5 ,MATICHON PCL FOREIGN SH. THB 1
B0B3SV4 ,BWIN.PARTY DIGITAL ENTERTAINME
B0BCFS7 ,DISCOVERY HOLDING CO - A
B0BV6K3 ,BANCO POPULAR ESPANOL SA COMMO
B0BZMB8 ,AEROPLAN INCOME FUND
B0C3HL6 ,LOGITECH INTERNATIONAL SA
B0J6N10 ,WPP PLC
B0J7D57 ,AMERIPRISE FINANCIAL INC COMMO
B0JCB81 ,LIBERTY GLOBAL INC
B0JDQD4 ,BANDAI NAMCO HOLDINGS INC COMM
B0KS490 ,SUN INTERNATIONAL LTD/SOUTH AF
B0LGKM8 ,US AIRWAYS GROUP INC
B0P7Y25 ,ALLIANCE BOOTS GROUP PLC
B0SRLD2 ,VIACOM INC COMMON STOCK USD 0.
B0SRLG5 ,VIACOMCBS INC COMMON STOCK USD
B0T7YX2 ,LIVE NATION ENTERTAINMENT INC
B0ZSH63 ,LADBROKES CORAL GROUP LTD
B12MX90 ,BAA PLC
B144703 ,LIBERTY INTERACTIVE CORP QVC G
B144736 ,LIBERTY MEDIA CORP- LIBERTY CA
B14YK48 ,BLACKROCK INTERNATIONAL LAND P
B159826 ,INVENSYS PLC
191539,TAYLOR NELSON SOFRES PLC
550884,MCCARTHY & STONE PLC
976402,WOLSELEY
2150107,GETTY IMAGES INC
2293819,EBAY INC COMMON STOCK USD 0.00
2340168,M&T BANK CORP COMMON STOCK USD
2523044,CARNIVAL CORP COMMON STOCK USD
2542931,IRON MOUNTAIN INC
2672689,PATTERSON COS INC COMMON STOCK
2705024,PROGRESSIVE CORP/THE COMMON ST
2708841,PULTEGROUP INC COMMON STOCK US
2781585,POOL CORP COMMON STOCK USD 0.0
2818278,VCA INC
2883878,TEVA PHARMACEUTICAL INDUSTRIES
2933900,VALE SA ADR BRL 0
2934839,WALGREENS BOOTS ALLIANCE INC C
2963899,WHOLE FOODS MARKET INC
2983604,WRIGLEY (WILLIAM) JUNIOR CO
5253973,HERMES INTERNATIONAL COMMON ST
6990763,ZHEJIANG EXPRESSWAY CO LTD COM
7101069,PORSCHE AUTOMOBIL HOLDING SE P
B08HBT8 ,ATLAS COPCO AB-A SHS
B1460X3 ,SANDVIK AB
087832S ,IFM AUSTRALIAN PRIVATE EQUITY
402162S ,IFM AUSTRALIAN PRIVATE EQUITY
410527U ,IFM INTERNATIONAL PRIVATE EQUI
521804U ,IFBT TRUST
522219U ,CHAMP VENTURES INVESTMENT TRUS
522220U ,CHAMP VENTURES INVESTMENT TRUS
523538U ,IFM AUSTRALIAN PRIVATE EQUITY
523591U ,IFAT-INDUSTRY ADMINISTRATION T
531150U ,INDUSTRY FUNDS ADMIN TRUST NO
535615U ,IFM INTERNATIONAL PRIVATE EQUI
536057U ,ARCHER CAPITAL PRIVATE EQUITY
536058U ,ARCHER CAPITAL PRIVATE EQUITY
536551U ,ADVENT IV PRIVATE EQUITY FUND
536552U ,ADVENT IV PRIVATE EQUITY FUND
536553U ,ARCHER CAPITAL PRIVATE EQUITY
536554U ,ARCHER CAPITAL PRIVATE EQUITY
536555U ,ARCHER CAPITAL PRIVATE EQUITY
536560U ,HASTINGS PRIVATE EQUITY FUND 1
536561U ,HASTINGS PRIVATE EQUITY FUND 1
536569U ,IRONBRIDGE CAPITAL 2003/4 FUND
536570U ,IRONBRIDGE CAPITAL 2003/4 FUND
540319U ,AUSTRALIAN MEZZANINE INVESTMEN
540873U ,FRONTIER
540874U ,FRONTIER PREFERENCE
540875U ,HAMBRO-GRANTHAM DEVELOPMENT TR
540876U ,HAMBRO-GRANTHAM DEVELOPMENT PR
540877U ,HASTINGS PRIVATE EQUITY FUND 2
540878U ,HASTINGS PRIVATE EQUITY FUND 2
541632U ,INDUSTRY FUND SERVICES PTY LTD
541638U ,NANYANG AUST II LIMITED FULLY
541639U ,NANYANG AUST II LIMITED PARTLY
541640U ,NEXT CAPITAL I LP
541641U ,NEXT CAPITAL TRUST IA
541644U ,PORTLAND ORTHOPAEDIC PTY LTD
541646U ,STA WOLSELEY PARTNERS FUND 1 (
541649U ,VENTURE CAPITAL PARTNERS NO.1
541851U ,IFM AUST PRIV EQUITY SUB TRUST
511856U ,UTILITIES TRUST OF AUSTRALIA
529901U ,IFM INTERNATIONAL INFRASTRUCTU
540879U ,IFM AUSTRALIAN INFRASTRUCTURE
541631U ,IFM AUSTRALIAN SOCIAL INFRASTR
519990U ,KEL FUND
536334U ,FRM DIVERSIFIED AUSTRALIA FUND
541633U ,LEGG MASON PROPERTY SECURITIES
